fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
43227.00;0.77;0.20;43108.00;0.10;30.00;92.00;1.00;43134.00;0.58;43140.00;5.00
43109.00;0.25;0.34;2.00;0.07;45.00;67.00;1.00;16132.00;0.86;43141.00;7.00
43352.00;0.32;0.56;2.00;0.07;3.00;8.00;1.00;42064.00;0.73;43201.00;6.00
43259.00;0.37;0.65;43196.00;0.08;3.00;8.00;1.00;46447.00;0.58;11.00;5.00
43259.00;0.37;0.65;43196.00;0.08;3.00;8.00;1.00;46447.00;0.58;11.00;5.00
43350.00;0.30;0.68;43167.00;0.05;37.50;278.00;0.99;43103.00;0.51;43171.00;7.00
43169.00;0.27;0.56;43191.00;0.05;3.00;8.00;0.99;42430.00;0.51;43323.00;6.00
43350.00;0.30;0.68;43167.00;0.05;37.50;289.00;0.99;43103.00;0.51;43171.00;7.00
43138.00;0.38;0.30;43313.00;0.07;31.00;70.00;1.00;15401.00;0.59;43229.00;6.00
43289.00;0.42;0.45;43192.00;0.07;32.00;59.00;1.00;12114.00;0.77;12.00;6.00
43138.00;0.38;0.30;43313.00;0.07;31.00;70.00;1.00;15401.00;0.59;43229.00;6.00
43318.00;0.48;0.08;43313.00;0.07;40.00;64.00;1.00;43437.00;0.49;43260.00;5.00
43228.00;0.34;0.40;43285.00;0.06;3.00;9.00;1.00;13940.00;0.66;43262.00;7.00
43350.00;0.19;0.42;43252.00;0.06;18.00;30.00;0.99;47178.00;0.69;43142.00;6.00
43262.00;0.41;0.54;43221.00;0.10;22.00;41.00;1.00;43134.00;0.76;43352.00;7.00
43262.00;0.41;0.54;43221.00;0.10;22.00;41.00;1.00;43134.00;0.76;43352.00;7.00
10.00;0.26;0.54;43344.00;0.08;42.00;74.00;0.99;35827.00;0.63;43323.00;8.00
43350.00;0.34;0.42;2.00;0.09;8.00;19.00;1.00;12844.00;0.60;43201.00;6.00
7.00;0.54;0.09;2.00;0.08;10.00;16.00;0.99;15766.00;0.59;43231.00;6.00
43140.00;0.31;0.36;43133.00;0.08;11.00;31.00;1.00;12114.00;0.86;12.00;7.00
43257.00;0.73;0.09;43225.00;0.12;9.00;17.00;1.00;12844.00;0.49;43322.00;6.00
43199.00;0.40;0.47;43222.00;0.09;6.00;20.00;1.00;42064.00;0.50;43230.00;5.00
43257.00;0.73;0.09;43225.00;0.12;9.00;17.00;1.00;12844.00;0.49;43322.00;6.00
43259.00;0.52;0.38;43221.00;0.10;5.00;18.00;1.00;43134.00;0.52;43199.00;5.00
8.00;0.31;0.45;43102.00;0.22;5.00;16.00;0.99;42064.00;0.81;43232.00;7.00
43259.00;0.52;0.38;43221.00;0.10;5.00;18.00;1.00;43134.00;0.52;43199.00;5.00
43198.00;0.34;0.42;43102.00;0.07;23.00;36.00;0.99;43407.00;0.78;43202.00;6.00
43197.00;0.49;0.27;43102.00;0.07;14.00;25.00;0.99;12844.00;0.63;12.00;6.00
43106.00;0.48;0.09;43282.00;0.08;18.00;30.00;0.99;16497.00;0.54;43142.00;6.00
43197.00;0.49;0.27;43102.00;0.07;14.00;25.00;0.99;12844.00;0.63;12.00;6.00
8.00;0.48;0.34;43133.00;0.07;16.00;25.00;0.99;46813.00;0.66;43202.00;6.00
43165.00;0.57;0.28;43102.00;0.05;13.00;49.00;0.99;15036.00;0.60;43324.00;5.00
43139.00;0.23;0.42;43344.00;0.07;9.00;17.00;0.99;44256.00;0.54;43171.00;6.00
43109.00;0.30;0.41;2.00;0.07;10.00;24.00;1.00;46447.00;0.85;43292.00;7.00
43108.00;0.78;0.10;43162.00;0.09;4.00;13.00;1.00;13210.00;0.49;43229.00;5.00
43322.00;0.47;0.43;43102.00;0.17;27.00;66.00;1.00;42795.00;0.76;43322.00;6.00
43167.00;0.53;0.00;43191.00;0.07;6.00;14.00;1.00;45717.00;0.64;10.00;6.00
43195.00;0.42;0.27;2.00;0.09;23.00;55.00;0.99;28550.00;0.64;43171.00;7.00
43350.00;0.33;0.41;43221.00;0.06;6.00;35.00;0.99;47178.00;0.71;11.00;6.00
43351.00;0.24;0.39;43252.00;0.07;3.00;10.00;1.00;43437.00;0.59;43229.00;6.00
5.00;0.40;0.50;43163.00;0.05;29.00;80.00;0.99;17958.00;0.66;43264.00;6.00
7.00;0.69;0.07;43222.00;0.09;15.00;21.00;1.00;13940.00;0.60;43170.00;6.00
7.00;0.69;0.07;43222.00;0.09;15.00;21.00;1.00;13940.00;0.60;43170.00;6.00
7.00;0.69;0.07;43222.00;0.09;15.00;21.00;1.00;13940.00;0.60;43170.00;6.00
43107.00;0.39;0.12;43102.00;0.07;14.00;24.00;0.99;43162.00;0.53;43172.00;6.00
43256.00;0.66;0.00;43222.00;0.07;7.00;15.00;0.99;19054.00;0.58;43355.00;5.00
43350.00;0.54;0.34;43222.00;0.08;8.00;17.00;0.99;43134.00;0.72;43113.00;8.00
43257.00;0.50;0.00;43313.00;0.06;21.00;28.00;0.99;16132.00;0.55;43171.00;6.00
43165.00;0.47;0.00;43191.00;0.06;27.00;33.00;0.99;16497.00;0.48;43171.00;6.00
43291.00;0.40;0.37;43344.00;0.08;17.00;29.00;1.00;43437.00;0.65;43142.00;6.00
43226.00;0.58;0.00;43133.00;0.10;3.00;13.00;1.00;22706.00;0.62;43231.00;4.00
43320.00;0.24;0.35;43282.00;0.06;13.00;27.00;0.99;41699.00;0.59;43170.00;7.00
43317.00;0.29;0.26;43282.00;0.06;3.00;11.00;0.99;14305.00;0.54;43233.00;6.00
43165.00;0.76;0.00;43345.00;0.07;26.00;52.00;0.99;18688.00;0.60;43231.00;6.00
10.00;0.43;0.33;43283.00;0.10;28.00;89.00;1.00;44621.00;0.68;10.00;5.00
43230.00;0.43;0.35;43162.00;0.09;24.00;70.00;1.00;44256.00;0.69;43230.00;6.00
43109.00;0.60;0.00;43344.00;0.06;5.00;10.00;1.00;43160.00;0.63;43200.00;6.00
43348.00;0.19;0.21;43282.00;0.05;57.00;135.00;0.99;11749.00;0.44;43229.00;5.00
43197.00;0.36;0.34;43313.00;0.08;18.00;38.00;0.99;13940.00;0.88;43264.00;7.00
43138.00;0.48;0.07;43225.00;0.09;10.00;18.00;1.00;13575.00;0.68;43142.00;7.00
43228.00;0.28;0.35;43282.00;0.06;6.00;15.00;1.00;43162.00;0.74;43323.00;7.00
8.00;0.25;0.43;43282.00;0.07;22.00;50.00;0.99;13940.00;0.60;43354.00;6.00
43200.00;0.52;0.45;2.00;0.08;6.00;13.00;1.00;44621.00;0.76;43201.00;6.00
43200.00;0.52;0.45;2.00;0.08;6.00;13.00;1.00;44621.00;0.76;43201.00;6.00
43227.00;0.41;0.15;43284.00;0.10;29.00;94.00;1.00;41699.00;0.58;43109.00;5.00
43139.00;0.51;0.24;2.00;0.08;16.00;86.00;1.00;12479.00;0.64;43229.00;6.00
43166.00;0.40;0.30;43282.00;0.08;33.00;79.00;1.00;15036.00;0.65;43229.00;6.00
43139.00;0.38;0.32;43222.00;0.08;24.00;71.00;1.00;46447.00;0.85;11.00;6.00
43349.00;0.45;0.11;43192.00;0.04;6.00;12.00;0.99;43162.00;0.65;43201.00;6.00
7.00;0.22;0.30;43313.00;0.07;16.00;20.00;1.00;22341.00;0.82;10.00;6.00
43166.00;0.32;0.23;43161.00;0.07;35.00;70.00;1.00;15766.00;0.62;43110.00;5.00
43139.00;0.20;0.43;43222.00;0.08;31.00;51.00;1.00;19419.00;0.81;43200.00;6.00
43319.00;0.50;0.12;43313.00;0.18;6.00;21.00;1.00;46813.00;0.87;43321.00;6.00
10.00;0.41;0.45;43137.00;0.07;6.00;14.00;1.00;44256.00;0.49;43323.00;7.00
43319.00;0.39;0.42;2.00;0.09;9.00;21.00;1.00;14305.00;0.66;43262.00;6.00
10.00;0.35;0.47;2.00;0.06;6.00;11.00;1.00;44986.00;0.52;12.00;6.00
43139.00;0.33;0.32;43314.00;0.07;4.00;12.00;0.99;43162.00;0.76;43324.00;7.00
43106.00;0.58;0.23;43222.00;0.04;16.00;70.00;0.99;16862.00;0.65;43232.00;6.00
43167.00;0.60;0.25;43133.00;0.12;9.00;38.00;1.00;42064.00;0.53;43321.00;5.00
43260.00;0.42;0.35;43102.00;0.08;17.00;38.00;1.00;44986.00;0.66;43111.00;6.00
43257.00;0.58;0.00;43133.00;0.10;50.00;63.00;1.00;21610.00;0.68;43201.00;6.00
43167.00;0.60;0.25;43133.00;0.12;9.00;38.00;1.00;42064.00;0.53;43321.00;5.00
43228.00;0.18;0.51;27395.00;0.07;45.00;88.00;1.00;12114.00;0.76;43323.00;7.00
43105.00;0.51;0.18;43102.00;0.04;16.00;101.00;0.99;16862.00;0.87;43355.00;7.00
43287.00;0.41;0.43;43314.00;0.08;22.00;54.00;1.00;15401.00;42370.00;43261.00;6.00
43141.00;0.41;0.43;43133.00;0.11;11.00;37.00;1.00;42430.00;0.67;43322.00;5.00
43261.00;0.36;0.57;43161.00;0.09;6.00;20.00;1.00;41699.00;0.72;43111.00;7.00
43320.00;0.45;0.43;43191.00;0.08;12.00;21.00;1.00;44256.00;0.75;43141.00;6.00
43228.00;0.32;0.42;43161.00;0.08;12.00;19.00;0.99;41699.00;0.71;43323.00;7.00
9.00;0.79;0.24;43282.00;0.08;10.00;21.00;1.00;47178.00;0.67;10.00;5.00
9.00;0.79;0.24;43282.00;0.08;10.00;21.00;1.00;47178.00;0.67;10.00;5.00
43228.00;0.44;0.50;43344.00;0.37;15.00;38.00;1.00;43103.00;43101.00;43199.00;5.00
43352.00;0.54;0.26;2.00;0.11;7.00;60.00;1.00;34366.00;0.98;43141.00;5.00
43139.00;0.33;0.39;43222.00;0.07;29.00;48.00;1.00;11749.00;0.88;43202.00;7.00
43226.00;0.34;0.27;43314.00;0.07;8.00;44.00;0.99;44256.00;0.56;12.00;6.00
43258.00;0.50;0.29;43161.00;0.09;5.00;14.00;1.00;11749.00;0.62;43231.00;6.00
43140.00;0.36;0.34;43252.00;0.06;5.00;12.00;1.00;43134.00;0.67;43230.00;6.00
43107.00;0.59;0.00;43133.00;0.08;26.00;44.00;1.00;15401.00;0.68;43322.00;6.00
43290.00;0.42;0.46;43102.00;0.07;5.00;16.00;1.00;46447.00;0.74;43171.00;6.00
43258.00;0.36;0.31;43282.00;0.08;26.00;65.00;1.00;16862.00;0.62;43229.00;6.00
43258.00;0.36;0.31;43282.00;0.08;26.00;65.00;1.00;16862.00;0.62;43229.00;6.00
43226.00;0.61;0.00;43133.00;0.10;48.00;59.00;1.00;22341.00;0.70;43231.00;6.00
43226.00;0.88;0.03;43256.00;0.08;23.00;47.00;1.00;21245.00;0.50;43142.00;4.00
43107.00;0.66;0.00;43192.00;0.05;6.00;11.00;0.99;12844.00;0.66;43293.00;7.00
43256.00;0.92;0.00;43102.00;0.04;17.00;78.00;0.99;24898.00;0.73;43201.00;5.00
43139.00;0.35;0.33;43192.00;0.08;11.00;47.00;1.00;46447.00;0.81;11.00;6.00
43139.00;0.35;0.33;43192.00;0.08;11.00;47.00;1.00;46447.00;0.81;11.00;6.00
43321.00;0.39;0.43;23743.00;0.07;5.00;11.00;0.99;43525.00;0.46;43201.00;5.00
43141.00;0.40;0.40;43222.00;0.07;41.00;54.00;1.00;13940.00;0.86;43230.00;6.00
43318.00;0.66;0.07;43252.00;0.07;16.00;61.00;1.00;47178.00;0.60;43168.00;5.00
43287.00;0.64;0.23;43102.00;0.08;11.00;119.00;1.00;13210.00;0.70;43353.00;5.00
7.00;0.43;0.30;2.00;0.09;6.00;39.00;0.99;12114.00;0.46;43354.00;6.00
43257.00;0.80;0.03;43319.00;0.08;6.00;12.00;1.00;19054.00;0.50;43143.00;5.00
7.00;0.43;0.30;2.00;0.09;6.00;39.00;0.99;12114.00;0.46;43354.00;6.00
43287.00;0.64;0.23;43102.00;0.08;11.00;119.00;1.00;13210.00;0.70;43353.00;5.00
43320.00;0.96;0.05;43313.00;0.08;5.00;19.00;1.00;43162.00;0.44;43260.00;4.00
43109.00;0.40;0.57;43255.00;0.08;6.00;20.00;1.00;46813.00;0.57;43232.00;6.00
43226.00;0.89;0.00;43161.00;0.17;6.00;12.00;1.00;20515.00;0.51;43322.00;5.00
43138.00;0.25;0.37;43222.00;0.06;11.00;41.00;0.99;19054.00;0.80;43202.00;7.00
43196.00;0.89;0.00;43161.00;0.17;6.00;12.00;1.00;20515.00;0.51;43322.00;5.00
7.00;0.75;0.12;43313.00;0.11;15.00;64.00;1.00;44621.00;0.59;43229.00;6.00
43137.00;0.43;0.22;43313.00;0.08;21.00;56.00;1.00;19054.00;0.60;43229.00;6.00
43350.00;0.58;0.23;43161.00;0.08;23.00;94.00;1.00;44256.00;0.58;43229.00;6.00
43288.00;0.57;0.21;43221.00;0.07;4.00;9.00;0.99;42430.00;0.54;43321.00;6.00
43288.00;0.26;0.26;2.00;0.05;19.00;77.00;1.00;42064.00;0.79;43353.00;6.00
43350.00;0.58;0.23;43161.00;0.08;23.00;94.00;1.00;44256.00;0.58;43229.00;6.00
43288.00;0.57;0.21;43221.00;0.07;4.00;9.00;0.99;42430.00;0.54;43321.00;6.00
43350.00;0.34;0.36;43344.00;0.07;5.00;10.00;0.99;46447.00;0.54;43142.00;7.00
43259.00;0.42;0.39;43313.00;0.07;6.00;12.00;1.00;12844.00;0.69;43292.00;8.00
43352.00;0.74;0.19;43317.00;0.11;33.00;76.00;1.00;41699.00;0.55;43199.00;5.00
43138.00;0.36;0.46;43102.00;0.07;24.00;44.00;1.00;43193.00;0.85;11.00;7.00
43138.00;0.36;0.46;43102.00;0.07;24.00;44.00;1.00;43193.00;0.85;11.00;7.00
43138.00;0.36;0.46;43102.00;0.07;24.00;44.00;1.00;43193.00;0.85;11.00;7.00
43352.00;0.72;0.55;43282.00;0.14;24.00;52.00;1.00;12844.00;0.94;10.00;5.00
43138.00;0.36;0.46;43102.00;0.07;24.00;44.00;1.00;43193.00;0.85;11.00;7.00
43137.00;0.39;0.43;2.00;0.07;14.00;24.00;0.99;16497.00;0.87;43142.00;7.00
43318.00;0.65;0.02;43102.00;0.08;8.00;15.00;0.99;12844.00;0.62;43200.00;6.00
43257.00;0.44;0.15;43102.00;0.08;22.00;53.00;1.00;11749.00;0.62;43168.00;5.00
43318.00;0.65;0.02;43102.00;0.08;8.00;15.00;0.99;12844.00;0.62;43200.00;6.00
43260.00;0.38;0.42;43344.00;0.07;5.00;13.00;1.00;42064.00;0.75;43230.00;6.00
43141.00;0.33;0.46;43344.00;0.08;6.00;9.00;1.00;43103.00;0.48;43200.00;6.00
43320.00;0.27;0.46;43102.00;0.10;20.00;29.00;0.99;46082.00;0.56;43170.00;6.00
43350.00;0.57;0.31;2.00;0.08;10.00;79.00;1.00;47178.00;0.69;43229.00;6.00
43139.00;0.34;0.37;43344.00;0.06;43.00;74.00;0.99;44986.00;0.81;12.00;6.00
43139.00;0.40;0.31;43344.00;0.08;8.00;24.00;1.00;45352.00;0.69;43261.00;6.00
9.00;0.39;0.40;43160.00;0.04;25.00;50.00;0.99;43134.00;0.83;43353.00;6.00
43353.00;0.32;0.52;43313.00;0.13;17.00;44.00;1.00;46813.00;0.77;43231.00;6.00
43353.00;0.32;0.52;43313.00;0.13;17.00;44.00;1.00;46813.00;0.77;43231.00;6.00
43108.00;0.53;0.22;43133.00;0.08;33.00;89.00;1.00;46082.00;0.46;43260.00;6.00
43230.00;0.36;0.47;43133.00;0.07;9.00;23.00;1.00;44986.00;0.76;12.00;6.00
43263.00;0.39;0.49;43222.00;0.08;8.00;20.00;1.00;43284.00;0.82;43169.00;6.00
43140.00;0.46;0.23;43253.00;0.09;18.00;77.00;1.00;42064.00;0.51;43199.00;5.00
43227.00;0.58;0.03;43104.00;0.08;27.00;46.00;1.00;43134.00;0.47;43140.00;5.00
9.00;0.58;0.25;2.00;0.10;8.00;21.00;1.00;46447.00;0.72;43260.00;5.00
43105.00;0.42;0.00;43313.00;0.04;18.00;88.00;0.99;24898.00;0.73;43264.00;7.00
43258.00;0.43;0.29;43102.00;0.08;19.00;66.00;1.00;43193.00;0.64;43229.00;5.00
43288.00;0.18;0.34;43283.00;0.07;15.00;58.00;0.99;13575.00;0.78;43323.00;6.00
43319.00;0.82;0.01;43253.00;0.07;48.00;90.00;1.00;13940.00;0.62;43322.00;5.00
43258.00;0.43;0.29;43102.00;0.08;19.00;66.00;1.00;43193.00;0.64;43229.00;5.00
43141.00;0.23;0.37;43133.00;0.06;14.00;36.00;1.00;44986.00;0.49;43168.00;4.00
43107.00;0.75;0.01;43133.00;0.06;11.00;18.00;0.99;14305.00;0.40;43324.00;6.00
6.00;0.33;0.32;43355.00;0.05;6.00;113.00;1.00;43162.00;0.56;43231.00;4.00
43319.00;0.55;0.00;43282.00;0.07;7.00;17.00;1.00;46082.00;0.64;43199.00;6.00
43107.00;0.75;0.01;43133.00;0.06;11.00;18.00;0.99;14305.00;0.40;43324.00;6.00
43108.00;0.73;0.00;43222.00;0.08;12.00;24.00;1.00;13940.00;0.46;43260.00;4.00
43226.00;0.67;0.00;43163.00;0.06;11.00;20.00;0.99;16497.00;0.56;43323.00;4.00
43227.00;0.61;0.20;43282.00;0.08;36.00;60.00;0.99;43103.00;0.40;43168.00;5.00
43321.00;0.37;0.39;43222.00;0.08;28.00;65.00;1.00;42430.00;0.59;43321.00;5.00
9.00;0.40;0.41;2.00;0.06;15.00;40.00;0.99;44621.00;0.60;43143.00;6.00
43167.00;0.56;0.22;43192.00;0.08;10.00;86.00;1.00;13575.00;0.62;43229.00;5.00
43348.00;0.29;0.25;43203.00;0.07;72.00;160.00;1.00;12114.00;0.54;43169.00;6.00
43197.00;0.55;0.19;43313.00;0.08;15.00;34.00;1.00;17958.00;0.68;43230.00;5.00
43197.00;0.74;0.07;43282.00;0.09;15.00;48.00;1.00;43437.00;0.48;10.00;5.00
43197.00;0.55;0.19;43313.00;0.08;15.00;34.00;1.00;17958.00;0.68;43230.00;5.00
43349.00;0.41;0.33;43133.00;0.08;22.00;36.00;0.99;15036.00;0.75;43111.00;6.00
43107.00;0.60;0.01;43161.00;0.08;24.00;37.00;1.00;43193.00;0.61;43353.00;6.00
43107.00;0.60;0.01;43161.00;0.08;24.00;37.00;1.00;43193.00;0.61;43353.00;6.00
43227.00;0.58;0.14;43133.00;0.08;27.00;60.00;1.00;46813.00;0.59;43321.00;5.00
43107.00;0.72;0.00;43313.00;0.12;6.00;14.00;1.00;16497.00;0.58;43321.00;5.00
43350.00;0.66;0.00;43191.00;0.10;6.00;13.00;1.00;15766.00;0.58;43229.00;5.00
43319.00;0.70;0.06;43344.00;0.08;20.00;35.00;1.00;43193.00;0.69;43353.00;5.00
43106.00;0.64;0.02;43192.00;0.07;26.00;46.00;0.99;17227.00;0.45;11.00;5.00
43227.00;0.59;0.22;43313.00;0.08;43.00;60.00;0.99;43103.00;0.42;43140.00;5.00
7.00;0.58;0.28;43316.00;0.09;12.00;69.00;1.00;11749.00;0.70;11.00;6.00
43318.00;0.64;0.00;43283.00;0.12;15.00;33.00;1.00;16132.00;0.63;43170.00;6.00
43318.00;0.64;0.00;43283.00;0.12;15.00;33.00;1.00;16132.00;0.63;43170.00;6.00
43259.00;0.64;0.68;43313.00;0.40;19.00;56.00;1.00;43134.00;42005.00;43168.00;5.00
43165.00;43132.00;0.00;2.00;0.08;17.00;24.00;0.99;21610.00;0.55;43142.00;4.00
43321.00;0.45;0.38;43222.00;0.08;34.00;66.00;1.00;42064.00;0.58;43321.00;5.00
43139.00;0.78;0.00;43133.00;0.09;13.00;26.00;1.00;13575.00;0.46;43260.00;4.00
43228.00;0.37;0.32;43313.00;0.07;26.00;51.00;0.99;13940.00;0.72;43323.00;6.00
43138.00;0.57;0.05;43161.00;0.08;16.00;36.00;1.00;13940.00;0.60;43169.00;6.00
43138.00;0.57;0.05;43161.00;0.08;16.00;36.00;1.00;13940.00;0.60;43169.00;6.00
43200.00;0.43;0.50;43161.00;0.07;13.00;19.00;1.00;43103.00;0.87;43201.00;6.00
43349.00;0.41;0.31;2.00;0.08;21.00;51.00;1.00;17227.00;0.55;43229.00;6.00
43225.00;0.49;0.03;43313.00;0.04;28.00;87.00;0.99;43223.00;0.82;14.00;8.00
5.00;0.38;0.01;43252.00;0.05;26.00;60.00;0.99;43284.00;0.75;14.00;6.00
43166.00;0.44;0.20;43252.00;0.05;24.00;64.00;0.99;13940.00;0.57;43292.00;6.00
43348.00;0.46;0.00;43344.00;0.08;25.00;44.00;0.99;43223.00;0.53;43142.00;5.00
43227.00;0.58;0.20;2.00;0.07;34.00;44.00;0.99;43103.00;0.43;43168.00;5.00
43319.00;0.58;0.13;43102.00;0.10;17.00;36.00;0.99;45352.00;0.53;43142.00;6.00
8.00;0.72;0.22;43161.00;0.08;13.00;81.00;1.00;45352.00;0.54;43229.00;6.00
43228.00;0.40;0.40;43165.00;0.05;3.00;10.00;1.00;46813.00;0.56;12.00;4.00
7.00;0.69;0.00;43344.00;0.11;3.00;10.00;1.00;12844.00;0.60;43290.00;6.00
8.00;0.72;0.22;43161.00;0.08;13.00;81.00;1.00;45352.00;0.54;43229.00;6.00
43321.00;0.30;0.39;43282.00;0.06;3.00;9.00;0.99;41699.00;0.57;43231.00;7.00
43107.00;0.46;0.20;43344.00;0.08;28.00;54.00;1.00;13575.00;0.64;43200.00;6.00
43107.00;0.46;0.20;43344.00;0.08;28.00;54.00;1.00;13575.00;0.64;43200.00;6.00
43350.00;0.77;0.00;2.00;0.08;9.00;22.00;1.00;12114.00;0.68;43353.00;6.00
43289.00;0.63;0.28;43283.00;0.10;17.00;69.00;1.00;46082.00;0.63;43141.00;6.00
7.00;0.42;0.19;43161.00;0.07;18.00;36.00;0.99;14305.00;0.56;43353.00;5.00
43170.00;0.37;0.50;43313.00;0.09;20.00;47.00;1.00;42064.00;0.57;43230.00;5.00
43107.00;0.16;0.44;43222.00;0.07;17.00;31.00;0.99;12844.00;0.54;43202.00;6.00
8.00;0.60;0.08;43253.00;0.06;3.00;7.00;0.99;44621.00;0.37;13.00;5.00
7.00;0.60;0.30;43224.00;0.07;20.00;110.00;1.00;43162.00;42736.00;43141.00;5.00
7.00;0.60;0.30;43224.00;0.07;20.00;110.00;1.00;43162.00;42736.00;43141.00;5.00
43258.00;0.74;0.00;43344.00;0.10;6.00;12.00;1.00;13210.00;0.59;11.00;5.00
43139.00;0.64;0.10;43102.00;0.07;25.00;60.00;1.00;47178.00;0.75;43353.00;6.00
43348.00;0.40;0.13;43192.00;0.06;14.00;28.00;0.99;22706.00;0.67;43202.00;6.00
43227.00;0.76;0.00;43344.00;0.08;6.00;12.00;1.00;12479.00;0.49;43290.00;4.00
43139.00;0.64;0.10;43102.00;0.07;25.00;60.00;1.00;47178.00;0.75;43353.00;6.00
43257.00;0.63;0.00;43163.00;0.09;51.00;77.50;1.00;43134.00;0.45;43229.00;5.00
43257.00;0.63;0.00;43163.00;0.09;51.00;77.50;1.00;43134.00;0.45;43229.00;5.00
43138.00;0.53;0.14;43102.00;0.06;15.00;29.00;0.99;12844.00;0.61;43112.00;6.00
43286.00;0.60;0.00;43191.00;0.06;11.00;18.00;0.99;16497.00;0.56;43143.00;6.00
43258.00;21186.00;0.00;43102.00;0.14;5.00;9.00;0.99;43223.00;0.40;43353.00;3.00
43136.00;0.65;0.00;42036.00;0.08;15.00;28.00;0.99;28550.00;0.61;43232.00;6.00
43287.00;0.86;0.07;2.00;0.10;20.00;57.00;1.00;43254.00;0.74;43292.00;6.00
43109.00;0.37;0.32;43102.00;0.06;4.00;15.00;1.00;43162.00;0.80;43142.00;6.00
8.00;0.28;0.44;43313.00;0.08;28.00;68.00;1.00;13210.00;0.66;43142.00;5.00
43258.00;0.79;0.21;43161.00;0.09;21.00;68.00;1.00;43437.00;0.44;43140.00;5.00
43227.00;0.61;0.26;43344.00;0.07;24.00;88.00;1.00;43162.00;0.53;43321.00;5.00
43290.00;0.69;0.32;43222.00;0.09;22.00;91.00;1.00;47178.00;0.62;43110.00;5.00
43318.00;0.68;0.09;43346.00;0.07;15.00;29.00;1.00;15036.00;0.52;43111.00;4.00
43290.00;0.69;0.32;43222.00;0.09;22.00;91.00;1.00;47178.00;0.62;43110.00;5.00
7.00;0.62;0.10;43191.00;0.07;27.00;63.00;1.00;46813.00;0.61;43140.00;5.00
43227.00;0.61;0.26;43344.00;0.07;24.00;88.00;1.00;43162.00;0.53;43321.00;5.00
43226.00;0.51;0.15;3.00;0.06;12.00;27.00;0.99;12114.00;0.59;43324.00;6.00
8.00;43101.00;0.21;43344.00;0.08;14.00;41.00;1.00;12479.00;0.47;43230.00;5.00
7.00;0.36;0.21;43161.00;0.09;20.00;65.00;1.00;43193.00;0.54;43110.00;6.00
7.00;0.36;0.21;43192.00;0.09;24.00;69.00;1.00;43193.00;0.53;43110.00;6.00
43227.00;0.63;0.27;2.00;0.08;17.00;91.00;1.00;46082.00;0.58;43321.00;6.00
43195.00;0.74;0.00;43132.00;0.04;16.00;46.00;0.99;43104.00;0.59;43232.00;6.00
43352.00;0.44;0.46;43133.00;0.09;10.00;41.00;1.00;43160.00;0.69;43354.00;6.00
43227.00;0.63;0.27;2.00;0.08;17.00;91.00;1.00;46082.00;0.58;43321.00;6.00
43109.00;0.76;0.68;43282.00;0.41;18.00;64.00;1.00;43345.00;12055.00;43109.00;6.00
43290.00;0.66;0.34;43253.00;0.09;12.00;88.00;1.00;46082.00;0.66;43110.00;5.00
5.00;0.74;0.00;43132.00;0.04;16.00;46.00;0.99;43104.00;0.59;43232.00;6.00
43109.00;0.34;0.42;43313.00;0.06;9.00;18.00;0.99;43160.00;0.55;43201.00;5.00
43109.00;0.36;0.39;43313.00;0.06;21.00;55.00;0.99;43160.00;0.82;11.00;7.00
43287.00;0.46;0.24;43282.00;0.08;18.00;34.00;0.99;14305.00;0.60;43261.00;6.00
43287.00;0.46;0.24;43282.00;0.08;18.00;34.00;0.99;14305.00;0.60;43261.00;6.00
43287.00;0.46;0.24;43282.00;0.08;18.00;34.00;0.99;14305.00;0.60;43261.00;6.00
43287.00;0.46;0.24;43282.00;0.08;18.00;34.00;0.99;14305.00;0.60;43261.00;6.00
43226.00;0.52;0.11;43313.00;0.07;13.00;38.00;1.00;12479.00;0.52;43168.00;5.00
43197.00;0.60;0.26;43102.00;0.08;17.00;91.00;1.00;47178.00;0.56;43321.00;6.00
43197.00;0.60;0.26;43102.00;0.08;17.00;91.00;1.00;47178.00;0.56;43321.00;6.00
43319.00;0.87;0.26;43315.00;0.11;31.00;67.00;1.00;46082.00;0.46;43140.00;5.00
43198.00;0.39;0.10;43282.00;0.08;6.00;25.00;1.00;43346.00;0.43;43290.00;6.00
43109.00;0.78;0.22;43133.00;0.08;12.00;48.00;1.00;43160.00;0.51;43260.00;5.00
43138.00;0.84;0.00;2.00;0.17;4.00;11.00;1.00;14305.00;0.52;10.00;5.00
43257.00;0.58;0.02;43192.00;0.07;19.00;40.00;0.99;13940.00;0.66;43263.00;6.00
6.00;0.50;0.00;43191.00;0.06;15.00;26.00;0.99;13210.00;0.45;43229.00;5.00
6.00;0.50;0.00;43191.00;0.06;15.00;26.00;0.99;13210.00;0.45;43229.00;5.00
6.00;0.50;0.00;43191.00;0.06;15.00;26.00;0.99;13210.00;0.45;43229.00;5.00
43227.00;0.51;0.02;43282.00;0.08;13.00;31.00;1.00;13210.00;0.54;43230.00;6.00
43227.00;0.51;0.02;43282.00;0.08;13.00;31.00;1.00;13210.00;0.54;43230.00;6.00
43227.00;0.51;0.02;43282.00;0.08;13.00;31.00;1.00;13210.00;0.54;43230.00;6.00
43258.00;0.54;0.02;43282.00;0.09;17.00;31.00;1.00;13575.00;0.51;43200.00;6.00
